Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 IM,1:44.64,1:44.64,22,982,2019 Summer Nationals (LCM),2016 SEC Swimming & Diving Cha,FL,UN,2/17/2016
200 IM,1:44.99,1:44.99,23,974,2019 Summer Nationals (LCM),2017 UF vs. Georgia,FL,UN,10/27/2017
200 IM,1:45.07,1:45.07,21,971,2019 Summer Nationals (LCM),UF vs. South Carolina,FL,UN,11/6/2015
200 IM,1:45.90,1:45.90,24,950,2017 US Open,2018 FL GSC Holiday Classic,FL,UN,12/1/2018
200 IM,1:45.95,1:45.95,19,949,2019 Summer Nationals (LCM),2013 Hokie Fall Invitational,US,UN,11/21/2013
200 IM,1:47.01,1:47.01,22,923,2019 Summer Juniors (LCM),UF vs. TN,FL,UN,1/30/2016
200 IM,1:47.20,1:47.20,22,918,2017 US Open,UGA vs Florida,FL,UN,10/28/2016
200 IM,1:47.30,1:47.30,22,915,2017 US Open,2016 Georgia Tech Fall Invitat,FL,UN,11/17/2016
200 IM,1:48.93,1:48.93,23,875,2018 Winter Nationals (LCM),2017 All Florida Invitational,FL,UN,9/22/2017
200 IM,1:49.28,1:49.28,19,867,2019 Summer Juniors (LCM),2013 Hokie Fall Invitational,US,UN,11/21/2013
200 IM,1:50.86,1:50.86,19,829,2018 Winter Juniors (SCY),OSU-VATECH-CSU-DENISON,US,UN,11/1/2013
200 IM,1:51.35,1:51.35,23,817,2018 Winter Juniors (SCY),2017 All Florida Invitational,FL,UN,9/22/2017
200 IM,1:53.06,1:53.06,19,777,2019 Futures,TN vs VT and MO,US,UN,1/11/2014
400 IM,3:42.50,3:42.50,23,996,2019 Summer Nationals (LCM),Purdue Invite 2017,FL,UN,11/17/2017
400 IM,3:44.45,3:44.45,22,974,2019 Summer Nationals (LCM),2016 Georgia Tech Fall Invitat,FL,UN,11/18/2016
400 IM,3:44.52,3:44.52,23,974,2019 Summer Nationals (LCM),Purdue Invite 2017,FL,UN,11/17/2017
400 IM,3:53.18,3:53.18,22,880,2019 Summer Juniors (LCM),2016 Georgia Tech Fall Invitat,FL,UN,11/18/2016
400 IM,3:57.78,3:57.78,23,831,2018 Winter Juniors (SCY),2017 All Florida Invitational,FL,UN,9/23/2017
